feature,shap_value,feature_value,importance,effect
aqi_rolling_12,-132.60715396116677,177.0,132.60715396116677,Decreases AQI
pm25_rolling_72,21.758738768300454,135.29027777777776,21.758738768300454,Increases AQI
aqi_rolling_6,-16.75114411959154,176.0,16.75114411959154,Decreases AQI
month,-7.790346352115539,10.0,7.790346352115539,Decreases AQI
windspeed_kph,-4.321481875888939,2.2,4.321481875888939,Decreases AQI
