latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
28.15211,77.47847,334.83,0.45,0.39,2025-01-01,0743,SNPP,SNPP,n,2,290.49,10.21,D,0
30.93526,78.38821,335.35,0.4,0.37,2025-01-01,0744,SNPP,SNPP,n,2,296.88,7.18,D,0
30.86657,77.89341,334.5,0.41,0.37,2025-01-01,0744,SNPP,SNPP,n,2,292.06,2.67,D,0
30.74813,77.75218,331.91,0.41,0.37,2025-01-01,0744,SNPP,SNPP,n,2,295.37,3.42,D,0
30.96798,78.20061,329.89,0.4,0.37,2025-01-01,0744,SNPP,SNPP,n,2,289.12,2.35,D,0
30.91957,77.95876,333.48,0.41,0.37,2025-01-01,0744,SNPP,SNPP,n,2,294.72,4.55,D,0
30.92029,77.95954,341.47,0.41,0.37,2025-01-01,0744,SNPP,SNPP,n,2,297.01,10,D,0
31.1341,78.05277,300.84,0.43,0.46,2025-01-01,2007,SNPP,SNPP,n,2,276.05,0.81,N,0
31.58731,77.34241,297.92,0.48,0.48,2025-01-01,2007,SNPP,SNPP,n,2,275.78,1.23,N,0
31.31248,77.26003,312.13,0.48,0.48,2025-01-01,2007,SNPP,SNPP,n,2,278.97,0.88,N,0
31.10912,77.8149,301.91,0.44,0.46,2025-01-01,2007,SNPP,SNPP,n,2,277.41,0.69,N,0
31.80597,77.26009,325.04,0.46,0.47,2025-01-02,0725,SNPP,SNPP,n,2,289.2,2.2,D,0
31.50606,77.46171,326.9,0.45,0.47,2025-01-02,0725,SNPP,SNPP,n,2,284.64,1.92,D,0
30.81585,78.0242,327.17,0.44,0.46,2025-01-02,0725,SNPP,SNPP,n,2,296.13,3.17,D,0
32.07113,77.10483,330.37,0.46,0.47,2025-01-02,0725,SNPP,SNPP,n,2,283.11,4.4,D,0
30.56347,75.74955,325.79,0.42,0.61,2025-01-03,0847,SNPP,SNPP,n,2,289.1,1.72,D,0
30.47235,75.95839,334.49,0.44,0.62,2025-01-03,0847,SNPP,SNPP,n,2,288.9,2.89,D,0
30.92937,78.2892,306.18,0.75,0.77,2025-01-03,1930,SNPP,SNPP,n,2,276.65,2.55,N,0
30.93118,78.28729,300.97,0.75,0.77,2025-01-03,1930,SNPP,SNPP,n,2,276.4,3.44,N,0
31.28591,77.21961,301.58,0.54,0.5,2025-01-03,2110,SNPP,SNPP,n,2,274.05,2.14,N,0
31.22539,77.75078,307.4,0.58,0.52,2025-01-03,2110,SNPP,SNPP,n,2,272.88,2.6,N,0
31.28961,77.22475,308.61,0.54,0.51,2025-01-03,2110,SNPP,SNPP,n,2,276.1,2.2,N,0
27.66979,76.13068,297.12,0.55,0.51,2025-01-03,2111,SNPP,SNPP,n,2,286.04,1.4,N,2
27.37398,77.69473,310.54,0.35,0.56,2025-01-03,2111,SNPP,SNPP,n,2,282.45,0.52,N,0
27.08226,73.81709,299.84,0.42,0.45,2025-01-03,2111,SNPP,SNPP,n,2,289.69,0.59,N,2
28.63795,76.44232,329.62,0.46,0.47,2025-01-04,0827,SNPP,SNPP,n,2,293.47,3.08,D,0
27.92076,75.29079,353.12,0.39,0.44,2025-01-04,0827,SNPP,SNPP,n,2,304.72,6.29,D,0
28.83661,76.43092,331.05,0.46,0.47,2025-01-04,0827,SNPP,SNPP,n,2,293.07,3.82,D,0
28.96286,76.31999,332.08,0.46,0.47,2025-01-04,0827,SNPP,SNPP,n,2,292.78,3.78,D,0
28.98655,76.3326,327.44,0.46,0.47,2025-01-04,0827,SNPP,SNPP,n,2,292.7,2.64,D,0
29.93786,77.83131,327.06,0.58,0.52,2025-01-04,0827,SNPP,SNPP,n,2,291.46,2,D,0
31.01025,77.81294,330.57,0.59,0.53,2025-01-04,0828,SNPP,SNPP,n,2,292.46,11.05,D,0
30.25992,74.06078,333.69,0.54,0.42,2025-01-04,0828,SNPP,SNPP,n,2,296.44,8.93,D,0
30.92653,78.37218,326.14,0.32,0.55,2025-01-04,0828,SNPP,SNPP,n,2,288.31,3.23,D,0
30.81218,76.6646,330.74,0.5,0.49,2025-01-04,0828,SNPP,SNPP,n,2,291.79,2.85,D,0
30.81246,76.66209,331.16,0.5,0.49,2025-01-04,0828,SNPP,SNPP,n,2,291.7,2.4,D,0
31.00477,77.80666,340.97,0.59,0.53,2025-01-04,0828,SNPP,SNPP,n,2,298.12,11.05,D,0
31.00938,77.8031,339.34,0.59,0.53,2025-01-04,0828,SNPP,SNPP,n,2,291.89,11.05,D,0
31.0041,77.57781,339.89,0.57,0.52,2025-01-04,0828,SNPP,SNPP,n,2,299.94,14.48,D,0
31.00355,77.57174,327.42,0.57,0.52,2025-01-04,0828,SNPP,SNPP,n,2,293.01,14.48,D,0
31.00884,77.57643,348.29,0.57,0.52,2025-01-04,0828,SNPP,SNPP,n,2,299.8,14.48,D,0
31.00699,77.81059,344.16,0.59,0.53,2025-01-04,0828,SNPP,SNPP,n,2,297.48,24.3,D,0
31.00724,77.57473,354.36,0.57,0.52,2025-01-04,0828,SNPP,SNPP,n,2,304.72,39.03,D,0
31.50141,73.60857,326.12,0.52,0.42,2025-01-04,0828,SNPP,SNPP,n,2,291.34,1.59,D,0
31.9232,75.56541,337.67,0.45,0.47,2025-01-04,0828,SNPP,SNPP,n,2,293.42,2.91,D,0
32.786,74.13509,329.13,0.38,0.44,2025-01-04,0828,SNPP,SNPP,n,2,293,2.38,D,0
32.8683,74.21253,326.28,0.39,0.44,2025-01-04,0828,SNPP,SNPP,n,2,291.8,1.98,D,0
32.05788,74.268,298.5,0.39,0.36,2025-01-04,2051,SNPP,SNPP,n,2,281.55,0.56,N,0
30.762,77.97293,296.42,0.5,0.41,2025-01-04,2051,SNPP,SNPP,n,2,276.74,0.66,N,0
32.20477,74.22005,302.01,0.38,0.36,2025-01-04,2051,SNPP,SNPP,n,2,282.64,1.27,N,2
32.23716,74.25237,295.55,0.38,0.36,2025-01-04,2051,SNPP,SNPP,n,2,281.26,0.54,N,0
27.66654,76.1303,305.64,0.46,0.39,2025-01-04,2052,SNPP,SNPP,n,2,285.6,1.22,N,2
28.53438,77.70491,328.55,0.46,0.39,2025-01-05,0808,SNPP,SNPP,n,2,291.52,2.81,D,0
28.54037,77.69442,330.78,0.46,0.39,2025-01-05,0808,SNPP,SNPP,n,2,291.5,3.12,D,0
28.621,78.21387,330.42,0.48,0.4,2025-01-05,0808,SNPP,SNPP,n,2,293.74,4.07,D,0
28.63659,77.83965,326.99,0.46,0.39,2025-01-05,0808,SNPP,SNPP,n,2,292.21,2.55,D,0
28.66914,77.69021,329.93,0.46,0.39,2025-01-05,0808,SNPP,SNPP,n,2,292.39,1.59,D,0
28.74972,78.03413,330.94,0.47,0.4,2025-01-05,0808,SNPP,SNPP,n,2,292.99,2.89,D,0
28.87998,77.57376,338.62,0.45,0.39,2025-01-05,0808,SNPP,SNPP,n,2,295.06,11.45,D,0
28.88095,77.57102,328.33,0.45,0.39,2025-01-05,0808,SNPP,SNPP,n,2,291.61,8.18,D,0
28.94893,78.0022,326.89,0.47,0.4,2025-01-05,0808,SNPP,SNPP,n,2,291.96,1.96,D,0
29.10733,78.46176,333.05,0.5,0.41,2025-01-05,0808,SNPP,SNPP,n,2,294.55,4.84,D,0
29.08312,78.32363,327.27,0.49,0.4,2025-01-05,0808,SNPP,SNPP,n,2,294.09,2.09,D,0
29.10689,78.46033,335.72,0.5,0.41,2025-01-05,0808,SNPP,SNPP,n,2,294.25,3.75,D,0
28.96661,77.31471,334.05,0.44,0.39,2025-01-05,0808,SNPP,SNPP,n,2,290.75,3.73,D,0
29.10768,77.61803,328.49,0.46,0.39,2025-01-05,0808,SNPP,SNPP,n,2,292.18,2.04,D,0
29.11411,77.6625,328.42,0.46,0.39,2025-01-05,0808,SNPP,SNPP,n,2,292.43,1.74,D,0
29.2162,77.50323,327.48,0.45,0.39,2025-01-05,0808,SNPP,SNPP,n,2,292.3,2.43,D,0
29.20103,77.35396,330.64,0.45,0.39,2025-01-05,0808,SNPP,SNPP,n,2,292.56,6.59,D,0
29.25867,77.40584,332.48,0.45,0.39,2025-01-05,0808,SNPP,SNPP,n,2,292.93,4.31,D,0
29.31415,77.22393,326.38,0.44,0.39,2025-01-05,0808,SNPP,SNPP,n,2,291.65,2.37,D,0
29.45173,78.20608,329.94,0.49,0.4,2025-01-05,0808,SNPP,SNPP,n,2,293.02,2.9,D,0
29.42163,77.60598,328.27,0.46,0.39,2025-01-05,0808,SNPP,SNPP,n,2,292.19,3.02,D,0
29.42154,77.54795,338.9,0.46,0.39,2025-01-05,0808,SNPP,SNPP,n,2,293.13,6.52,D,0
29.41848,77.54564,330.27,0.46,0.39,2025-01-05,0808,SNPP,SNPP,n,2,294.79,4.09,D,0
29.33975,76.83936,329.43,0.43,0.38,2025-01-05,0808,SNPP,SNPP,n,2,289.18,2.67,D,0
29.42126,77.3918,325.67,0.45,0.39,2025-01-05,0808,SNPP,SNPP,n,2,292.37,1.98,D,0
29.51226,77.64689,332.03,0.46,0.39,2025-01-05,0808,SNPP,SNPP,n,2,292.97,3.31,D,0
29.52049,77.48071,329.75,0.46,0.39,2025-01-05,0808,SNPP,SNPP,n,2,293.15,3.08,D,0
28.62397,78.48316,326.04,0.49,0.41,2025-01-05,0808,SNPP,SNPP,n,2,292.63,3.21,D,0
27.43872,76.02955,327.44,0.4,0.37,2025-01-05,0808,SNPP,SNPP,n,2,299.35,1.9,D,0
31.17256,77.20064,340.04,0.46,0.39,2025-01-05,0809,SNPP,SNPP,n,2,299.28,7.08,D,0
29.52158,77.47722,331.57,0.46,0.39,2025-01-05,0809,SNPP,SNPP,n,2,292.87,3.77,D,0
29.50781,77.25095,327.14,0.45,0.39,2025-01-05,0809,SNPP,SNPP,n,2,291.96,2.04,D,0
29.54309,77.50258,334.97,0.46,0.39,2025-01-05,0809,SNPP,SNPP,n,2,293.19,4.17,D,0
29.5251,77.13087,335.73,0.44,0.39,2025-01-05,0809,SNPP,SNPP,n,2,292.17,5.79,D,0
29.56339,77.06393,334.35,0.44,0.38,2025-01-05,0809,SNPP,SNPP,n,2,291.39,4.73,D,0
29.63073,77.49786,330.49,0.46,0.39,2025-01-05,0809,SNPP,SNPP,n,2,292.6,2.46,D,0
29.71838,78.05763,327.89,0.49,0.4,2025-01-05,0809,SNPP,SNPP,n,2,293.73,2.9,D,0
29.66818,77.58542,328.09,0.46,0.39,2025-01-05,0809,SNPP,SNPP,n,2,293.16,2.86,D,0
29.746,77.4336,327.75,0.46,0.39,2025-01-05,0809,SNPP,SNPP,n,2,293.26,2.22,D,0
29.89035,78.12031,326.85,0.49,0.4,2025-01-05,0809,SNPP,SNPP,n,2,293.39,2.47,D,0
29.93549,77.76839,326.38,0.47,0.4,2025-01-05,0809,SNPP,SNPP,n,2,293.35,2.72,D,0
29.98351,77.20681,343.81,0.45,0.39,2025-01-05,0809,SNPP,SNPP,n,2,293.45,7.28,D,0
30.04417,76.37965,328.64,0.42,0.38,2025-01-05,0809,SNPP,SNPP,n,2,288.78,2.59,D,0
30.10041,76.78286,327.75,0.44,0.38,2025-01-05,0809,SNPP,SNPP,n,2,291.06,1.95,D,0
30.41731,76.95679,325.27,0.44,0.39,2025-01-05,0809,SNPP,SNPP,n,2,292.37,1.82,D,0
30.37362,76.62451,327.2,0.43,0.38,2025-01-05,0809,SNPP,SNPP,n,2,293.02,9.13,D,0
30.37385,76.62566,343.5,0.43,0.38,2025-01-05,0809,SNPP,SNPP,n,2,293.07,9.75,D,0
30.60355,76.51452,325.51,0.43,0.38,2025-01-05,0809,SNPP,SNPP,n,2,291.03,2.24,D,0
30.6548,76.52393,325.75,0.43,0.38,2025-01-05,0809,SNPP,SNPP,n,2,291.57,1.93,D,0
30.66007,76.5368,328.25,0.43,0.38,2025-01-05,0809,SNPP,SNPP,n,2,291.51,2.14,D,0
30.84739,77.66221,325.05,0.48,0.4,2025-01-05,0809,SNPP,SNPP,n,2,291.46,5.62,D,0
30.81635,76.661,344.29,0.44,0.38,2025-01-05,0809,SNPP,SNPP,n,2,293.94,7.96,D,0
30.9803,77.87878,330.44,0.49,0.4,2025-01-05,0809,SNPP,SNPP,n,2,295.91,3.83,D,0
30.91231,76.42815,328.08,0.43,0.38,2025-01-05,0809,SNPP,SNPP,n,2,291.66,1.97,D,0
31.33125,75.67867,333.85,0.41,0.37,2025-01-05,0809,SNPP,SNPP,n,2,291.45,4.15,D,0
31.43954,75.80547,329.6,0.42,0.37,2025-01-05,0809,SNPP,SNPP,n,2,291.77,2.7,D,0
31.39269,75.25715,342.5,0.4,0.37,2025-01-05,0809,SNPP,SNPP,n,2,292.59,10.49,D,0
31.86916,77.19454,336.39,0.47,0.4,2025-01-05,0809,SNPP,SNPP,n,2,287.69,5.69,D,0
31.67115,75.61519,332.94,0.41,0.37,2025-01-05,0809,SNPP,SNPP,n,2,291.18,3.44,D,0
31.96515,77.16409,329.85,0.47,0.4,2025-01-05,0809,SNPP,SNPP,n,2,298.45,3.59,D,0
31.8964,75.55809,334.27,0.41,0.37,2025-01-05,0809,SNPP,SNPP,n,2,291.22,4,D,0
31.98318,75.17683,327.03,0.4,0.37,2025-01-05,0809,SNPP,SNPP,n,2,287.53,1.69,D,0
32.06274,75.73512,326.11,0.42,0.37,2025-01-05,0809,SNPP,SNPP,n,2,292.4,1.8,D,0
32.05505,75.67786,326.13,0.42,0.37,2025-01-05,0809,SNPP,SNPP,n,2,291.64,1.9,D,0
32.06618,75.73448,326.6,0.42,0.37,2025-01-05,0809,SNPP,SNPP,n,2,291.79,3.19,D,0
32.06559,75.73007,329.39,0.42,0.37,2025-01-05,0809,SNPP,SNPP,n,2,291.85,2.45,D,0
32.04788,75.26749,330.04,0.41,0.37,2025-01-05,0809,SNPP,SNPP,n,2,291.46,3.06,D,0
32.47107,73.72903,325.21,0.39,0.36,2025-01-05,0809,SNPP,SNPP,n,2,288.54,2.09,D,0
31.16142,77.42579,313.76,0.39,0.36,2025-01-05,2033,SNPP,SNPP,n,2,275.94,1.64,N,0
31.15748,77.4293,330.77,0.39,0.36,2025-01-05,2033,SNPP,SNPP,n,2,276.52,3.61,N,0
31.36464,77.40125,302.87,0.39,0.36,2025-01-05,2033,SNPP,SNPP,n,2,281.95,0.88,N,0
31.27323,77.71366,300.68,0.39,0.36,2025-01-05,2033,SNPP,SNPP,n,2,269.47,0.86,N,0
28.79278,77.15083,297.74,0.39,0.36,2025-01-05,2033,SNPP,SNPP,n,2,282.94,0.67,N,2
28.7421,76.93111,295.96,0.39,0.36,2025-01-05,2033,SNPP,SNPP,n,2,282.94,0.71,N,2
31.1608,77.42992,319.17,0.39,0.36,2025-01-05,2033,SNPP,SNPP,n,2,276.09,1.64,N,0
30.64943,76.32649,296.77,0.4,0.37,2025-01-05,2033,SNPP,SNPP,n,2,281.71,0.49,N,0
29.9722,77.52274,328.06,0.39,0.36,2025-01-05,2033,SNPP,SNPP,n,2,283.19,3.99,N,0
27.66809,76.13087,306.72,0.39,0.36,2025-01-05,2034,SNPP,SNPP,n,2,285.46,0.81,N,2
27.6675,76.13485,295.19,0.39,0.36,2025-01-05,2034,SNPP,SNPP,n,2,284.15,0.81,N,2
28.68843,77.9073,330.71,0.39,0.36,2025-01-06,0749,SNPP,SNPP,n,2,291.58,2.79,D,0
28.70568,77.90785,329.4,0.39,0.36,2025-01-06,0749,SNPP,SNPP,n,2,291.89,2.34,D,0
28.81244,77.64227,335.77,0.39,0.37,2025-01-06,0749,SNPP,SNPP,n,2,287.69,3.26,D,0
28.6294,77.83277,325.11,0.39,0.36,2025-01-06,0749,SNPP,SNPP,n,2,288.12,1.89,D,0
30.61815,76.91227,332.21,0.4,0.37,2025-01-06,0750,SNPP,SNPP,n,2,293.35,2.73,D,0
30.73918,76.31503,330.75,0.41,0.37,2025-01-06,0750,SNPP,SNPP,n,2,289.71,3.89,D,0
31.76087,75.49519,332.04,0.42,0.38,2025-01-06,0750,SNPP,SNPP,n,2,289.27,3,D,0
32.09244,75.6985,325.69,0.42,0.37,2025-01-06,0750,SNPP,SNPP,n,2,288.39,1.07,D,0
32.13193,75.31802,326.78,0.43,0.38,2025-01-06,0750,SNPP,SNPP,n,2,289.77,3.37,D,0
32.19572,75.58401,325.2,0.42,0.37,2025-01-06,0750,SNPP,SNPP,n,2,289.46,1.4,D,0
30.16195,77.33831,333.42,0.39,0.36,2025-01-06,0750,SNPP,SNPP,n,2,292.59,2.99,D,0
28.94776,78.06335,329.25,0.39,0.36,2025-01-06,0750,SNPP,SNPP,n,2,290.99,4.07,D,0
29.09532,78.09518,327.26,0.39,0.36,2025-01-06,0750,SNPP,SNPP,n,2,291.63,2.2,D,0
29.07078,77.56498,343.94,0.39,0.37,2025-01-06,0750,SNPP,SNPP,n,2,290.98,7.71,D,0
29.07094,77.48156,329.81,0.4,0.37,2025-01-06,0750,SNPP,SNPP,n,2,290.37,2.25,D,0
29.18508,78.04026,331.88,0.39,0.36,2025-01-06,0750,SNPP,SNPP,n,2,291.39,2.73,D,0
29.36176,78.06577,329.84,0.39,0.36,2025-01-06,0750,SNPP,SNPP,n,2,292.84,3.59,D,0
29.36114,78.06181,329.26,0.39,0.36,2025-01-06,0750,SNPP,SNPP,n,2,291.57,2.23,D,0
29.33932,77.75394,329.82,0.39,0.36,2025-01-06,0750,SNPP,SNPP,n,2,291.12,1.51,D,0
29.34709,77.65298,337.67,0.39,0.36,2025-01-06,0750,SNPP,SNPP,n,2,291.06,5.39,D,0
29.73778,78.08373,329.9,0.39,0.36,2025-01-06,0750,SNPP,SNPP,n,2,288.12,1.53,D,0
29.79817,78.07977,330.19,0.39,0.36,2025-01-06,0750,SNPP,SNPP,n,2,292.88,3.69,D,0
29.80147,78.07909,328.71,0.39,0.36,2025-01-06,0750,SNPP,SNPP,n,2,289.87,3.69,D,0
29.93262,77.24381,327,0.4,0.37,2025-01-06,0750,SNPP,SNPP,n,2,291.55,1.77,D,0
30.07077,77.53284,336.87,0.39,0.36,2025-01-06,0750,SNPP,SNPP,n,2,292.3,6.04,D,0
32.21116,75.35141,326.05,0.42,0.38,2025-01-06,0751,SNPP,SNPP,n,2,289.96,2.47,D,0
30.80808,77.98623,301.89,0.53,0.42,2025-01-06,2014,SNPP,SNPP,n,2,275.57,1.18,N,0
30.64519,78.46241,328.53,0.52,0.41,2025-01-07,0731,SNPP,SNPP,n,2,289.09,5.27,D,0
30.46277,77.12179,335.39,0.41,0.45,2025-01-07,0731,SNPP,SNPP,n,2,290.47,4.08,D,0
28.72985,75.04146,330.89,0.58,0.52,2025-01-07,0731,SNPP,SNPP,n,2,296.51,2.63,D,0
30.80633,77.99093,328.62,0.54,0.42,2025-01-07,0731,SNPP,SNPP,n,2,288.74,6.1,D,0
31.0608,77.98763,327.4,0.54,0.42,2025-01-07,0731,SNPP,SNPP,n,2,285.06,3.51,D,0
30.80485,77.98617,336.2,0.54,0.42,2025-01-07,0731,SNPP,SNPP,n,2,288.6,9.57,D,0
29.91195,74.94981,333.71,0.55,0.51,2025-01-07,0731,SNPP,SNPP,n,2,290.41,5.02,D,2
31.04586,74.01149,330.31,0.59,0.53,2025-01-07,0732,SNPP,SNPP,n,2,290.53,4.33,D,0
31.03108,73.73602,342.55,0.61,0.53,2025-01-07,0732,SNPP,SNPP,n,2,292.89,8.39,D,0
31.04198,73.51357,327.55,0.63,0.54,2025-01-07,0732,SNPP,SNPP,n,2,291.32,2.93,D,0
32.95188,73.85339,344.93,0.55,0.51,2025-01-07,0732,SNPP,SNPP,n,2,294.04,7.25,D,0
32.91654,73.63344,325.79,0.56,0.52,2025-01-07,0732,SNPP,SNPP,n,2,292.55,3.11,D,0
29.12803,75.77512,295.82,0.43,0.62,2025-01-07,1955,SNPP,SNPP,n,2,282.16,1.16,N,0
29.90769,74.94454,303.49,0.49,0.65,2025-01-07,1955,SNPP,SNPP,n,2,278.17,0.92,N,2
29.90828,74.94587,314.23,0.49,0.65,2025-01-07,1955,SNPP,SNPP,n,2,278.79,1.32,N,2
28.34012,77.2188,300.91,0.34,0.56,2025-01-07,1956,SNPP,SNPP,n,2,280.21,0.51,N,0
28.33981,77.22237,299.01,0.34,0.56,2025-01-07,1956,SNPP,SNPP,n,2,280.61,0.51,N,0
28.35897,77.24111,311.47,0.34,0.56,2025-01-07,1956,SNPP,SNPP,n,2,281.49,0.73,N,0
28.35919,77.24254,304.7,0.34,0.56,2025-01-07,1956,SNPP,SNPP,n,2,280.89,0.81,N,0
31.65214,74.17793,301.14,0.4,0.6,2025-01-07,2135,SNPP,SNPP,n,2,279.34,1.2,N,2
27.08098,73.81784,296.42,0.49,0.65,2025-01-07,2137,SNPP,SNPP,n,2,282.05,0.79,N,2
27.0835,78.32544,333.56,0.38,0.59,2025-01-08,0711,SNPP,SNPP,n,2,294.74,2.21,D,0
28.04809,77.30551,337.69,0.42,0.61,2025-01-08,0712,SNPP,SNPP,n,2,292.59,4.22,D,0
28.61038,77.69958,338.43,0.38,0.59,2025-01-08,0712,SNPP,SNPP,n,2,291.16,3.72,D,0
28.77191,77.59952,326.26,0.39,0.59,2025-01-08,0712,SNPP,SNPP,n,2,290.98,2.04,D,0
28.88755,77.60134,333.55,0.38,0.59,2025-01-08,0712,SNPP,SNPP,n,2,292.42,1.87,D,0
28.97073,77.4641,329.1,0.39,0.59,2025-01-08,0712,SNPP,SNPP,n,2,289.18,2.96,D,0
29.14757,77.84095,330.63,0.37,0.58,2025-01-08,0712,SNPP,SNPP,n,2,289.99,1.51,D,0
29.12498,77.33544,337.18,0.39,0.6,2025-01-08,0712,SNPP,SNPP,n,2,291.39,3.01,D,0
29.33726,77.50111,344.41,0.38,0.59,2025-01-08,0712,SNPP,SNPP,n,2,291.34,4.04,D,0
29.12971,76.56683,326.64,0.44,0.62,2025-01-08,0712,SNPP,SNPP,n,2,289.84,2.04,D,0
29.33366,77.49982,326.98,0.38,0.59,2025-01-08,0712,SNPP,SNPP,n,2,289.78,2.68,D,0
29.49631,78.03487,330.92,0.35,0.57,2025-01-08,0712,SNPP,SNPP,n,2,289.62,2.21,D,0
29.42708,77.55772,328.65,0.38,0.58,2025-01-08,0712,SNPP,SNPP,n,2,290.51,2.64,D,0
29.30534,76.8355,330.88,0.42,0.61,2025-01-08,0712,SNPP,SNPP,n,2,290.2,3.62,D,0
29.30826,76.83475,336.52,0.42,0.61,2025-01-08,0712,SNPP,SNPP,n,2,290.17,4.4,D,0
29.64595,77.52988,327,0.37,0.58,2025-01-08,0712,SNPP,SNPP,n,2,290.65,1.7,D,0
29.53243,77.05872,346.54,0.4,0.6,2025-01-08,0712,SNPP,SNPP,n,2,290.26,4.96,D,0
29.76581,77.573,332.67,0.37,0.58,2025-01-08,0712,SNPP,SNPP,n,2,290.4,2.33,D,0
29.95263,77.28175,329.45,0.38,0.59,2025-01-08,0712,SNPP,SNPP,n,2,289.49,1.52,D,0
30.08741,77.15086,334.49,0.38,0.59,2025-01-08,0712,SNPP,SNPP,n,2,289.14,2.96,D,0
28.61006,77.937,334.54,0.37,0.58,2025-01-08,0712,SNPP,SNPP,n,2,289.71,3.07,D,0
28.61129,77.70345,334.97,0.38,0.59,2025-01-08,0712,SNPP,SNPP,n,2,290.93,3.72,D,0
32.3038,76.64977,352.36,0.37,0.58,2025-01-08,0713,SNPP,SNPP,n,2,282.25,11.26,D,0
32.35659,73.67892,333.38,0.53,0.67,2025-01-08,0713,SNPP,SNPP,n,2,290.93,3.49,D,0
32.75953,74.13048,330.03,0.49,0.65,2025-01-08,0713,SNPP,SNPP,n,2,291.23,2.58,D,0
32.80579,74.0819,334.57,0.49,0.65,2025-01-08,0713,SNPP,SNPP,n,2,293.03,4,D,0
30.93881,77.32069,333.28,0.36,0.57,2025-01-08,0713,SNPP,SNPP,n,2,286.71,2.68,D,0
32.00246,76.9331,336.77,0.36,0.57,2025-01-08,0713,SNPP,SNPP,n,2,288.34,2.88,D,0
31.18215,77.4183,330.19,0.67,0.74,2025-01-08,0853,SNPP,SNPP,n,2,289.85,11.8,D,0
28.88893,76.65494,325.52,0.58,0.7,2025-01-08,0853,SNPP,SNPP,n,2,291.17,3.27,D,0
29.12867,76.63762,328.83,0.58,0.7,2025-01-08,0853,SNPP,SNPP,n,2,289.99,4.46,D,0
29.16964,76.20998,333.72,0.55,0.68,2025-01-08,0853,SNPP,SNPP,n,2,290.16,3.15,D,0
29.23198,77.22349,333.35,0.63,0.72,2025-01-08,0853,SNPP,SNPP,n,2,290.44,4.1,D,0
29.25224,77.48933,335.92,0.65,0.73,2025-01-08,0853,SNPP,SNPP,n,2,289.85,3.46,D,0
29.17147,76.21238,339.59,0.55,0.68,2025-01-08,0853,SNPP,SNPP,n,2,290.23,5.15,D,0
29.18581,76.36433,333.39,0.56,0.69,2025-01-08,0853,SNPP,SNPP,n,2,290.34,2.74,D,0
31.08197,78.2728,325.28,0.75,0.77,2025-01-08,0853,SNPP,SNPP,n,2,288.18,9.06,D,0
31.17537,77.42119,357.17,0.67,0.74,2025-01-08,0853,SNPP,SNPP,n,2,297.65,18.58,D,0
31.00104,74.09757,328.54,0.42,0.61,2025-01-08,0853,SNPP,SNPP,n,2,291.91,2.57,D,0
31.13407,74.08325,345.71,0.42,0.61,2025-01-08,0853,SNPP,SNPP,n,2,293.16,3.77,D,0
31.13482,74.08327,344.84,0.43,0.62,2025-01-08,0853,SNPP,SNPP,n,2,293.38,3.83,D,0
31.57334,77.87649,336.5,0.72,0.75,2025-01-08,0853,SNPP,SNPP,n,2,292.12,12.51,D,0
31.57009,77.87724,331.66,0.72,0.75,2025-01-08,0853,SNPP,SNPP,n,2,290.92,10.17,D,0
31.64437,75.69234,327.41,0.53,0.67,2025-01-08,0853,SNPP,SNPP,n,2,287.79,3.06,D,0
32.92245,76.24702,338.52,0.59,0.7,2025-01-08,0854,SNPP,SNPP,n,2,290.1,4.86,D,0
32.85424,74.04227,338.66,0.44,0.62,2025-01-08,0854,SNPP,SNPP,n,2,296.17,4.63,D,0
32.29597,73.64883,336.74,0.41,0.61,2025-01-08,0854,SNPP,SNPP,n,2,294.88,2.44,D,0
31.27739,77.29867,298.06,0.7,0.75,2025-01-08,1936,SNPP,SNPP,n,2,277.33,2.86,N,0
31.27096,77.28458,297.96,0.7,0.75,2025-01-08,1936,SNPP,SNPP,n,2,277.45,2.35,N,0
31.27605,77.29025,312.92,0.7,0.75,2025-01-08,1936,SNPP,SNPP,n,2,278.2,2.13,N,0
31.2758,77.29712,310.59,0.7,0.75,2025-01-08,1936,SNPP,SNPP,n,2,277.74,2.13,N,0
31.27761,77.29347,310.44,0.7,0.75,2025-01-08,1936,SNPP,SNPP,n,2,278.04,2.35,N,0
32.46055,76.56188,313.12,0.78,0.78,2025-01-08,1936,SNPP,SNPP,n,2,270.71,2.07,N,0
28.74286,76.9249,295.39,0.7,0.75,2025-01-08,1937,SNPP,SNPP,n,2,279.79,0.78,N,2
31.57494,77.8804,303.1,0.35,0.57,2025-01-08,2116,SNPP,SNPP,n,2,276.83,1.74,N,0
32.08574,74.16747,306.23,0.43,0.46,2025-01-08,2116,SNPP,SNPP,n,2,278.95,0.8,N,2
31.27499,77.29554,296.94,0.33,0.55,2025-01-08,2116,SNPP,SNPP,n,2,278.44,1.43,N,0
31.27351,77.30173,307.68,0.33,0.56,2025-01-08,2116,SNPP,SNPP,n,2,277.2,1.25,N,0
31.57405,77.88405,331.34,0.35,0.57,2025-01-08,2116,SNPP,SNPP,n,2,276.37,1.74,N,0
32.46033,76.56171,330.93,0.57,0.52,2025-01-08,2116,SNPP,SNPP,n,2,271.73,3.14,N,0
32.4536,76.5693,317.88,0.57,0.52,2025-01-08,2116,SNPP,SNPP,n,2,273.52,2.31,N,0
