latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
32.63942,74.67027,367,0.47,0.64,2025-05-16,0854,SNPP,SNPP,h,2,307.82,7.78,D,0
32.63912,74.66515,342.64,0.47,0.64,2025-05-16,0854,SNPP,SNPP,n,2,308.1,7.78,D,0
32.63882,74.66003,340.44,0.47,0.64,2025-05-16,0854,SNPP,SNPP,n,2,306.08,5.47,D,0
32.58517,73.79491,333.09,0.42,0.61,2025-05-16,0854,SNPP,SNPP,n,2,303.01,2.82,D,0
32.64539,74.66985,335.8,0.47,0.64,2025-05-16,0854,SNPP,SNPP,n,2,307.25,3.71,D,0
32.57658,73.80366,337.37,0.42,0.61,2025-05-16,0854,SNPP,SNPP,n,2,303.8,4.92,D,0
32.57632,73.79913,334.28,0.42,0.61,2025-05-16,0854,SNPP,SNPP,n,2,303.82,2.4,D,0
32.57606,73.79461,334.87,0.42,0.61,2025-05-16,0854,SNPP,SNPP,n,2,303.66,2.4,D,0
32.61564,74.39436,348.92,0.45,0.63,2025-05-16,0854,SNPP,SNPP,n,2,305.05,3.69,D,0
32.61538,74.38943,338.15,0.45,0.63,2025-05-16,0854,SNPP,SNPP,n,2,303.19,3.69,D,0
32.582,73.79865,337.08,0.42,0.61,2025-05-16,0854,SNPP,SNPP,n,2,304.39,4.13,D,0
32.58174,73.79412,350.23,0.42,0.61,2025-05-16,0854,SNPP,SNPP,n,2,303.37,4.13,D,0
32.63625,74.67023,338.45,0.47,0.64,2025-05-16,0854,SNPP,SNPP,n,2,307.12,6.3,D,0
32.63598,74.66509,341.37,0.47,0.64,2025-05-16,0854,SNPP,SNPP,n,2,306.77,4.28,D,0
32.63572,74.65997,340.53,0.47,0.64,2025-05-16,0854,SNPP,SNPP,n,2,306.01,4.28,D,0
32.62152,74.39392,337.22,0.45,0.63,2025-05-16,0854,SNPP,SNPP,n,2,301.12,3.69,D,0
32.62126,74.38901,332.33,0.45,0.63,2025-05-16,0854,SNPP,SNPP,n,2,302.07,3.69,D,0
32.64223,74.66978,367,0.47,0.64,2025-05-16,0854,SNPP,SNPP,h,2,308.1,10.82,D,0
32.65281,74.64333,339.54,0.47,0.64,2025-05-16,0854,SNPP,SNPP,n,2,304.47,5.86,D,0
32.65253,74.63823,354.8,0.47,0.64,2025-05-16,0854,SNPP,SNPP,n,2,305.41,5.86,D,0
32.67024,74.5252,330.72,0.46,0.63,2025-05-16,0854,SNPP,SNPP,n,2,300,2.2,D,0
32.72251,74.71058,332.48,0.47,0.64,2025-05-16,0854,SNPP,SNPP,l,2,305.26,3.77,D,0
32.72565,74.55666,334.4,0.46,0.64,2025-05-16,0854,SNPP,SNPP,n,2,303.78,3.81,D,0
32.71024,74.20107,335.58,0.44,0.62,2025-05-16,0854,SNPP,SNPP,l,2,306.39,1.94,D,0
32.75422,74.63611,342.12,0.47,0.64,2025-05-16,0854,SNPP,SNPP,n,2,308.66,7.2,D,0
32.72266,74.55807,335.06,0.46,0.64,2025-05-16,0854,SNPP,SNPP,n,2,303.55,2.44,D,0
32.70947,74.20187,335.17,0.44,0.62,2025-05-16,0854,SNPP,SNPP,l,2,306.79,2.21,D,0
32.75046,74.63253,334.21,0.47,0.64,2025-05-16,0854,SNPP,SNPP,l,2,308.75,4.37,D,0
32.7567,74.63719,337.84,0.47,0.64,2025-05-16,0854,SNPP,SNPP,n,2,307.41,6.53,D,0
32.77397,74.01031,342.6,0.43,0.62,2025-05-16,0854,SNPP,SNPP,n,2,304.27,2.4,D,0
32.88301,73.67165,333.08,0.41,0.61,2025-05-16,0854,SNPP,SNPP,l,2,303.3,1.77,D,0
30.80434,74.81252,337.28,0.46,0.63,2025-05-16,0854,SNPP,SNPP,l,2,309.17,2.43,D,0
29.5939,74.36977,335.66,0.42,0.61,2025-05-16,0854,SNPP,SNPP,n,2,304.65,3.6,D,0
29.59901,74.36039,336.1,0.42,0.61,2025-05-16,0854,SNPP,SNPP,n,2,305.35,3.36,D,0
29.68372,75.30958,343.71,0.48,0.65,2025-05-16,0854,SNPP,SNPP,n,2,305.97,4.41,D,0
29.7084,75.61658,353.42,0.5,0.66,2025-05-16,0854,SNPP,SNPP,n,2,305.82,5.87,D,0
29.71072,75.55256,346.53,0.5,0.66,2025-05-16,0854,SNPP,SNPP,n,2,307.33,6.23,D,0
29.69992,75.27772,352.67,0.48,0.65,2025-05-16,0854,SNPP,SNPP,n,2,306.11,6.76,D,0
29.72039,75.50954,336.42,0.49,0.65,2025-05-16,0854,SNPP,SNPP,l,2,308.86,4.2,D,0
29.81845,76.90401,332.04,0.6,0.71,2025-05-16,0854,SNPP,SNPP,n,2,298.02,4.32,D,0
29.81578,76.85288,353.46,0.6,0.7,2025-05-16,0854,SNPP,SNPP,n,2,299.39,12.77,D,0
29.81432,76.85193,355.88,0.6,0.7,2025-05-16,0854,SNPP,SNPP,n,2,299.45,10.61,D,0
29.82327,76.90267,334.57,0.6,0.71,2025-05-16,0854,SNPP,SNPP,n,2,297.96,3.33,D,0
29.87336,76.11427,341.96,0.54,0.68,2025-05-16,0854,SNPP,SNPP,n,2,299.46,8.01,D,0
29.82554,75.12921,342.81,0.47,0.64,2025-05-16,0854,SNPP,SNPP,n,2,305.3,2.94,D,0
29.87118,75.36547,340.29,0.49,0.65,2025-05-16,0854,SNPP,SNPP,n,2,307.49,2.35,D,0
29.87564,76.11358,339.69,0.54,0.68,2025-05-16,0854,SNPP,SNPP,n,2,299.32,4.44,D,0
29.82759,75.12752,341.48,0.47,0.64,2025-05-16,0854,SNPP,SNPP,n,2,304.03,3.92,D,0
29.87178,75.36408,340,0.49,0.65,2025-05-16,0854,SNPP,SNPP,n,2,306.82,2.73,D,0
29.95406,76.03944,345.7,0.53,0.67,2025-05-16,0854,SNPP,SNPP,n,2,300.25,6.1,D,0
29.92381,75.41763,336.24,0.49,0.65,2025-05-16,0854,SNPP,SNPP,l,2,307.52,1.21,D,0
29.81822,73.69388,336.39,0.39,0.59,2025-05-16,0854,SNPP,SNPP,n,2,304.99,3.46,D,0
29.94012,75.38513,344.61,0.49,0.65,2025-05-16,0854,SNPP,SNPP,n,2,306.6,3.55,D,0
29.96974,75.46693,352.05,0.49,0.65,2025-05-16,0854,SNPP,SNPP,n,2,310.52,6.18,D,0
30.01472,75.99547,337.46,0.53,0.67,2025-05-16,0854,SNPP,SNPP,n,2,301.73,4.41,D,0
29.94127,75.38765,356.22,0.49,0.65,2025-05-16,0854,SNPP,SNPP,n,2,307.43,6.16,D,0
29.97007,75.46427,344.69,0.49,0.65,2025-05-16,0854,SNPP,SNPP,n,2,309.53,6.41,D,0
30.01807,75.9929,344.47,0.53,0.67,2025-05-16,0854,SNPP,SNPP,n,2,301.22,3.59,D,0
29.98039,75.22453,345.64,0.48,0.65,2025-05-16,0854,SNPP,SNPP,n,2,306.54,6.38,D,0
30.35769,77.62975,327.61,0.67,0.73,2025-05-16,1937,SNPP,SNPP,n,2,289.58,4.74,N,0
31.26133,76.91151,301,0.74,0.76,2025-05-16,1937,SNPP,SNPP,n,2,289.35,0.98,N,0
30.35799,77.62251,310.4,0.67,0.73,2025-05-16,1937,SNPP,SNPP,n,2,288.69,5.71,N,0
32.27673,76.22305,316.49,0.54,0.51,2025-05-16,2117,SNPP,SNPP,n,2,291.17,2.79,N,0
32.27866,76.22681,305.98,0.54,0.51,2025-05-16,2117,SNPP,SNPP,n,2,291.18,1.33,N,0
32.2587,76.2502,305.35,0.54,0.51,2025-05-16,2117,SNPP,SNPP,n,2,290.68,1.21,N,0
32.4966,74.81962,311.08,0.45,0.47,2025-05-16,2117,SNPP,SNPP,n,2,293.68,0.96,N,0
32.0136,76.68626,320.67,0.58,0.52,2025-05-16,2117,SNPP,SNPP,n,2,292.69,4.39,N,0
32.64469,73.60565,313.93,0.38,0.43,2025-05-16,2117,SNPP,SNPP,n,2,295.3,0.9,N,0
32.64075,73.60452,308.53,0.38,0.43,2025-05-16,2117,SNPP,SNPP,n,2,294.57,0.9,N,0
32.08231,75.88358,310.82,0.52,0.5,2025-05-16,2117,SNPP,SNPP,n,2,293.75,2.05,N,0
32.08112,75.88888,309.09,0.52,0.5,2025-05-16,2117,SNPP,SNPP,n,2,294.24,2.05,N,0
32.07992,75.89417,316.81,0.52,0.5,2025-05-16,2117,SNPP,SNPP,n,2,294.63,2.05,N,0
32.07777,75.88232,307.48,0.52,0.5,2025-05-16,2117,SNPP,SNPP,n,2,294.91,1.77,N,0
32.07084,75.89169,309.09,0.52,0.5,2025-05-16,2117,SNPP,SNPP,n,2,294.16,2.61,N,0
32.06751,75.88508,311.08,0.52,0.5,2025-05-16,2117,SNPP,SNPP,n,2,294.42,1.54,N,0
32.06629,75.89044,304.83,0.52,0.5,2025-05-16,2117,SNPP,SNPP,n,2,294.21,1.54,N,0
32.20986,74.88902,304.66,0.46,0.47,2025-05-16,2117,SNPP,SNPP,n,2,294.46,1.97,N,0
32.15789,74.91937,316.32,0.46,0.47,2025-05-16,2117,SNPP,SNPP,n,2,294.73,1.16,N,0
32.11951,75.03175,307.36,0.47,0.48,2025-05-16,2117,SNPP,SNPP,n,2,294.17,0.91,N,0
32.05721,75.22921,304.12,0.48,0.48,2025-05-16,2117,SNPP,SNPP,n,2,292.64,0.54,N,0
32.05609,75.23423,303.92,0.48,0.48,2025-05-16,2117,SNPP,SNPP,n,2,292.84,0.54,N,0
32.05906,75.22836,302.7,0.48,0.48,2025-05-16,2117,SNPP,SNPP,n,2,292.33,0.84,N,0
32.12315,74.71991,311.24,0.45,0.47,2025-05-16,2117,SNPP,SNPP,n,2,295.11,1.12,N,0
32.24594,74.03945,323.79,0.41,0.45,2025-05-16,2117,SNPP,SNPP,n,2,295.52,2.39,N,0
32.24188,74.03827,309.56,0.41,0.45,2025-05-16,2117,SNPP,SNPP,n,2,294.42,1.18,N,0
32.12379,74.57147,309.48,0.44,0.46,2025-05-16,2117,SNPP,SNPP,n,2,295.14,0.91,N,0
32.17195,74.30615,306.19,0.43,0.46,2025-05-16,2117,SNPP,SNPP,n,2,295.7,0.65,N,0
32.04678,74.88423,310.1,0.46,0.47,2025-05-16,2117,SNPP,SNPP,n,2,293.92,0.8,N,0
31.96677,75.1841,311.03,0.48,0.48,2025-05-16,2117,SNPP,SNPP,n,2,294.04,1.51,N,0
32.24807,73.80599,311.21,0.4,0.44,2025-05-16,2117,SNPP,SNPP,n,2,295.7,1.51,N,0
32.21634,73.93552,310.1,0.41,0.45,2025-05-16,2117,SNPP,SNPP,n,2,294.65,0.85,N,0
32.24835,73.80679,309.47,0.4,0.44,2025-05-16,2117,SNPP,SNPP,n,2,295.51,1.43,N,0
32.21828,73.93243,311.3,0.41,0.45,2025-05-16,2117,SNPP,SNPP,n,2,294.76,1.58,N,0
32.03531,74.72042,305.81,0.45,0.47,2025-05-16,2117,SNPP,SNPP,n,2,295.22,0.62,N,0
32.13258,74.17819,310.98,0.42,0.45,2025-05-16,2117,SNPP,SNPP,n,2,299.31,2.53,N,2
32.00044,74.71499,305.5,0.45,0.47,2025-05-16,2117,SNPP,SNPP,n,2,295.43,0.6,N,0
31.87486,75.14246,305,0.48,0.48,2025-05-16,2117,SNPP,SNPP,n,2,294.3,0.79,N,0
32.08337,74.1638,309.18,0.42,0.45,2025-05-16,2117,SNPP,SNPP,n,2,296.91,1.89,N,2
31.99311,74.48044,317.12,0.44,0.46,2025-05-16,2117,SNPP,SNPP,n,2,295.46,1.81,N,0
31.95458,74.63635,329.59,0.45,0.47,2025-05-16,2117,SNPP,SNPP,n,2,296.63,3.72,N,0
31.9556,74.63169,315.03,0.45,0.47,2025-05-16,2117,SNPP,SNPP,n,2,296.18,1.59,N,0
31.99486,74.47911,313.91,0.44,0.46,2025-05-16,2117,SNPP,SNPP,n,2,295.23,1.29,N,0
31.99389,74.4837,305.58,0.44,0.46,2025-05-16,2117,SNPP,SNPP,n,2,294.73,1.36,N,0
31.95633,74.64011,313.31,0.45,0.47,2025-05-16,2117,SNPP,SNPP,n,2,295.63,1.06,N,0
31.95311,74.63417,327.4,0.45,0.47,2025-05-16,2117,SNPP,SNPP,n,2,296.6,4.87,N,0
31.95211,74.63885,313.96,0.45,0.47,2025-05-16,2117,SNPP,SNPP,n,2,295.11,1.06,N,0
31.94889,74.6329,312.16,0.45,0.47,2025-05-16,2117,SNPP,SNPP,n,2,295.25,1.35,N,0
31.93991,74.342,308.93,0.43,0.46,2025-05-16,2117,SNPP,SNPP,n,2,295.43,1.16,N,0
31.88646,74.58949,308.38,0.45,0.47,2025-05-16,2117,SNPP,SNPP,n,2,295.52,1.52,N,3
31.88225,74.58826,322.52,0.45,0.47,2025-05-16,2117,SNPP,SNPP,n,2,295.36,1.52,N,3
31.85243,74.54768,306.66,0.45,0.47,2025-05-16,2117,SNPP,SNPP,n,2,295.56,1.15,N,0
31.84913,74.31316,305.7,0.43,0.46,2025-05-16,2117,SNPP,SNPP,n,2,295.42,1.27,N,0
31.25989,76.92612,301.89,0.62,0.54,2025-05-16,2117,SNPP,SNPP,n,2,291.22,0.86,N,2
31.80088,74.43433,308.73,0.44,0.46,2025-05-16,2117,SNPP,SNPP,n,2,295.76,1.38,N,0
31.72647,74.4987,312.2,0.45,0.47,2025-05-16,2117,SNPP,SNPP,n,2,295.83,1.36,N,0
31.72325,74.49281,339.48,0.45,0.47,2025-05-16,2117,SNPP,SNPP,n,2,297.5,7.87,N,0
31.72226,74.49744,342.59,0.45,0.47,2025-05-16,2117,SNPP,SNPP,n,2,296.95,6.95,N,0
31.78334,74.21076,314.45,0.43,0.46,2025-05-16,2117,SNPP,SNPP,n,2,296.85,1.97,N,0
31.76401,74.05483,324.4,0.42,0.45,2025-05-16,2117,SNPP,SNPP,n,2,296.57,2.11,N,0
31.13702,76.8443,302.39,0.62,0.54,2025-05-16,2117,SNPP,SNPP,n,2,290.97,1.26,N,0
31.5884,74.77654,323.37,0.46,0.47,2025-05-16,2117,SNPP,SNPP,n,2,296.4,2.64,N,0
31.70865,74.10533,306.58,0.42,0.46,2025-05-16,2117,SNPP,SNPP,n,2,296.5,1.2,N,0
31.76003,73.69533,309.17,0.4,0.44,2025-05-16,2117,SNPP,SNPP,n,2,296.77,0.71,N,0
32.9945,74.31998,311.31,0.41,0.45,2025-05-16,2117,SNPP,SNPP,n,2,296.2,3.08,N,0
32.99274,74.32838,307.86,0.41,0.45,2025-05-16,2117,SNPP,SNPP,n,2,295.54,2.22,N,0
31.38099,73.71641,321.65,0.41,0.45,2025-05-16,2117,SNPP,SNPP,n,2,299.01,1.88,N,0
30.3585,77.62835,305.31,0.36,0.57,2025-05-16,2117,SNPP,SNPP,n,2,292.06,0.75,N,0
31.01246,74.66827,310.53,0.47,0.48,2025-05-16,2117,SNPP,SNPP,n,2,295.36,1.21,N,0
31.00815,74.66701,320.36,0.47,0.48,2025-05-16,2117,SNPP,SNPP,n,2,295.41,2.49,N,0
31.76368,73.61671,312.31,0.4,0.44,2025-05-16,2117,SNPP,SNPP,n,2,297.49,1.3,N,0
31.21418,76.00694,315.67,0.55,0.51,2025-05-16,2117,SNPP,SNPP,n,2,293.64,2.19,N,0
31.20956,76.00551,303.52,0.55,0.51,2025-05-16,2117,SNPP,SNPP,n,2,292.92,1.02,N,0
31.21351,76.00615,320.29,0.55,0.51,2025-05-16,2117,SNPP,SNPP,n,2,293.86,2.8,N,0
31.14201,75.8865,307.45,0.55,0.51,2025-05-16,2117,SNPP,SNPP,n,2,294.06,2.21,N,0
31.1448,75.8864,306.8,0.55,0.51,2025-05-16,2117,SNPP,SNPP,n,2,294.23,1.34,N,0
31.14353,75.89207,305.2,0.55,0.51,2025-05-16,2117,SNPP,SNPP,n,2,293.81,1.17,N,0
31.50038,73.98904,310.35,0.42,0.45,2025-05-16,2117,SNPP,SNPP,n,2,296.73,0.88,N,0
31.49785,73.8362,315.2,0.41,0.45,2025-05-16,2117,SNPP,SNPP,n,2,298.8,1.49,N,0
31.47358,73.93031,314.24,0.42,0.45,2025-05-16,2117,SNPP,SNPP,n,2,297.7,1.17,N,0
31.46949,73.92914,337.08,0.42,0.45,2025-05-16,2117,SNPP,SNPP,n,2,298.24,4.27,N,0
31.4195,73.85279,308.46,0.42,0.45,2025-05-16,2117,SNPP,SNPP,n,2,297.71,1.24,N,0
31.41541,73.85162,322.56,0.42,0.45,2025-05-16,2117,SNPP,SNPP,n,2,298.22,1.24,N,0
30.57462,75.03047,306.22,0.5,0.49,2025-05-16,2118,SNPP,SNPP,n,2,294.21,0.73,N,0
30.04102,75.53374,342.62,0.55,0.51,2025-05-16,2118,SNPP,SNPP,n,2,296.93,8.84,N,0
28.89249,77.11002,328.63,0.36,0.57,2025-05-16,2118,SNPP,SNPP,n,2,293.11,2.13,N,0
30.57906,75.03179,305.04,0.5,0.49,2025-05-16,2118,SNPP,SNPP,n,2,294.48,0.73,N,0
30.08674,76.80011,331.97,0.75,0.77,2025-05-17,0654,SNPP,SNPP,n,2,296.04,4.8,D,0
29.30745,76.80132,333.03,0.79,0.78,2025-05-17,0654,SNPP,SNPP,n,2,298,7.08,D,0
29.30289,76.80252,330.86,0.79,0.78,2025-05-17,0654,SNPP,SNPP,n,2,297.53,4.58,D,0
29.35625,76.85349,336.11,0.78,0.78,2025-05-17,0654,SNPP,SNPP,n,2,297.78,6.41,D,0
29.4051,76.72897,353.41,0.79,0.78,2025-05-17,0654,SNPP,SNPP,n,2,297.16,12.24,D,0
29.3612,76.81063,330.29,0.78,0.78,2025-05-17,0654,SNPP,SNPP,n,2,297.65,3.66,D,0
29.40747,76.7316,335.3,0.79,0.78,2025-05-17,0654,SNPP,SNPP,n,2,296.58,14.07,D,0
29.40511,76.72354,353.93,0.79,0.78,2025-05-17,0654,SNPP,SNPP,n,2,297.21,14.33,D,0
29.67808,76.69111,333.1,0.78,0.78,2025-05-17,0654,SNPP,SNPP,n,2,295.99,4.3,D,0
29.75545,76.88013,331.25,0.76,0.77,2025-05-17,0654,SNPP,SNPP,n,2,294.37,4.44,D,0
29.68064,76.689,330.31,0.78,0.78,2025-05-17,0654,SNPP,SNPP,n,2,295.87,3.16,D,0
29.85463,76.91887,331.88,0.75,0.77,2025-05-17,0654,SNPP,SNPP,n,2,294.41,5.58,D,0
29.85084,76.91899,335.39,0.75,0.77,2025-05-17,0654,SNPP,SNPP,n,2,294.88,5.94,D,0
30.11538,77.05832,331.88,0.73,0.76,2025-05-17,0654,SNPP,SNPP,n,2,295.09,4.28,D,0
30.11262,77.05708,334.21,0.73,0.76,2025-05-17,0654,SNPP,SNPP,n,2,295.51,5.44,D,0
30.08954,76.79726,331.67,0.75,0.77,2025-05-17,0654,SNPP,SNPP,n,2,296.39,4.29,D,0
30.17806,76.40441,331.61,0.79,0.78,2025-05-17,0654,SNPP,SNPP,n,2,295.86,3.69,D,0
30.15921,76.33957,347.18,0.79,0.78,2025-05-17,0654,SNPP,SNPP,n,2,296.84,13.94,D,0
30.17315,76.33421,330.1,0.79,0.78,2025-05-17,0654,SNPP,SNPP,n,2,297.04,2.74,D,0
30.21988,76.66895,331.28,0.76,0.77,2025-05-17,0655,SNPP,SNPP,n,2,296.38,3.92,D,0
30.21066,76.63784,333.69,0.76,0.77,2025-05-17,0655,SNPP,SNPP,n,2,297.15,3.91,D,0
30.17945,76.4029,332.89,0.78,0.78,2025-05-17,0655,SNPP,SNPP,n,2,295.7,3.22,D,0
30.16025,76.33825,347.33,0.79,0.78,2025-05-17,0655,SNPP,SNPP,n,2,296.37,12.81,D,0
30.34319,76.67404,335.36,0.75,0.77,2025-05-17,0655,SNPP,SNPP,n,2,296.43,3.76,D,0
30.24605,76.43459,331.4,0.78,0.78,2025-05-17,0655,SNPP,SNPP,n,2,297.34,4.37,D,0
30.33911,76.67012,330.91,0.75,0.77,2025-05-17,0655,SNPP,SNPP,n,2,296.36,4.65,D,0
30.32407,76.22327,330.06,0.8,0.78,2025-05-17,0655,SNPP,SNPP,n,2,296.9,5.86,D,0
30.41407,76.39556,339.11,0.77,0.78,2025-05-17,0655,SNPP,SNPP,n,2,297.79,5.49,D,0
30.53381,76.46401,347.57,0.76,0.77,2025-05-17,0655,SNPP,SNPP,n,2,298.33,9.03,D,0
30.41781,76.26803,330.36,0.79,0.78,2025-05-17,0655,SNPP,SNPP,n,2,297.48,2.65,D,0
30.53036,76.46443,347.8,0.76,0.77,2025-05-17,0655,SNPP,SNPP,n,2,298.17,8.57,D,0
30.57393,76.45654,334.62,0.76,0.77,2025-05-17,0655,SNPP,SNPP,n,2,297.91,6.37,D,0
30.53433,76.32188,332.79,0.78,0.78,2025-05-17,0655,SNPP,SNPP,n,2,297.62,4.18,D,0
30.76549,76.4067,333.87,0.76,0.77,2025-05-17,0655,SNPP,SNPP,n,2,297.13,4.18,D,0
30.7399,76.02757,330.8,0.8,0.78,2025-05-17,0655,SNPP,SNPP,n,2,298.87,4.61,D,0
30.8516,76.35082,336.08,0.76,0.77,2025-05-17,0655,SNPP,SNPP,n,2,296.63,3.74,D,0
30.97578,76.21288,344.72,0.77,0.77,2025-05-17,0655,SNPP,SNPP,n,2,296.79,12.15,D,0
30.97818,76.21128,341.05,0.77,0.77,2025-05-17,0655,SNPP,SNPP,n,2,296.72,10.49,D,0
30.95424,75.951,348.64,0.79,0.78,2025-05-17,0655,SNPP,SNPP,n,2,297.96,9.62,D,0
31.03403,76.01052,347.07,0.78,0.78,2025-05-17,0655,SNPP,SNPP,n,2,297.21,8.3,D,0
31.03132,75.97518,337.12,0.79,0.78,2025-05-17,0655,SNPP,SNPP,n,2,296.48,9.26,D,0
31.02891,75.96702,346.39,0.79,0.78,2025-05-17,0655,SNPP,SNPP,n,2,296.87,9.26,D,0
31.02957,76.0115,334.97,0.78,0.78,2025-05-17,0655,SNPP,SNPP,n,2,296.74,5.81,D,0
31.0365,76.00877,337.54,0.78,0.78,2025-05-17,0655,SNPP,SNPP,n,2,296.62,8.41,D,0
31.03365,75.97362,339.19,0.79,0.78,2025-05-17,0655,SNPP,SNPP,n,2,295.97,16.03,D,0
31.0312,75.96548,343.64,0.79,0.78,2025-05-17,0655,SNPP,SNPP,n,2,296.77,14.68,D,0
31.10884,76.04366,345.66,0.78,0.78,2025-05-17,0655,SNPP,SNPP,n,2,297.04,12.77,D,0
31.12527,76.07299,331.07,0.77,0.78,2025-05-17,0655,SNPP,SNPP,n,2,295.33,4.86,D,0
31.16998,75.90494,335.56,0.79,0.78,2025-05-17,0655,SNPP,SNPP,n,2,296.09,4.35,D,0
31.24282,75.99358,338.6,0.78,0.78,2025-05-17,0655,SNPP,SNPP,n,2,295.51,9.39,D,0
31.23871,75.9942,346.18,0.77,0.78,2025-05-17,0655,SNPP,SNPP,n,2,296.02,10.29,D,0
31.20443,75.88116,330.76,0.79,0.78,2025-05-17,0655,SNPP,SNPP,n,2,295.55,5.69,D,0
31.3837,75.93718,331.58,0.77,0.78,2025-05-17,0655,SNPP,SNPP,n,2,295.23,4.04,D,0
31.37867,75.93815,330.66,0.77,0.78,2025-05-17,0655,SNPP,SNPP,n,2,295.2,6.04,D,0
31.43625,75.74182,332.39,0.79,0.78,2025-05-17,0655,SNPP,SNPP,n,2,295.61,3.94,D,0
31.4384,75.74038,339.39,0.79,0.78,2025-05-17,0655,SNPP,SNPP,n,2,295.87,8.85,D,0
31.81113,75.98712,356.09,0.75,0.77,2025-05-17,0655,SNPP,SNPP,n,2,297.67,15.44,D,0
31.80711,75.98652,330.46,0.75,0.77,2025-05-17,0655,SNPP,SNPP,n,2,297.34,9.26,D,0
31.81391,75.98374,350.81,0.75,0.77,2025-05-17,0655,SNPP,SNPP,n,2,296.45,9.26,D,0
28.08819,78.02628,342.69,0.35,0.57,2025-05-17,0834,SNPP,SNPP,n,2,308.1,2.92,D,0
28.68434,76.43982,337.82,0.57,0.52,2025-05-17,0834,SNPP,SNPP,n,2,304.35,5.09,D,0
28.96103,77.10587,343.13,0.63,0.54,2025-05-17,0834,SNPP,SNPP,n,2,304.32,5.81,D,0
28.96662,77.11186,337.35,0.63,0.54,2025-05-17,0834,SNPP,SNPP,n,2,304.02,9.23,D,0
28.99222,76.17578,336.84,0.55,0.51,2025-05-17,0834,SNPP,SNPP,n,2,305.42,8.13,D,0
29.11035,76.35369,340.8,0.57,0.52,2025-05-17,0834,SNPP,SNPP,n,2,309.49,11.89,D,0
29.06519,75.77671,345.35,0.52,0.5,2025-05-17,0834,SNPP,SNPP,n,2,308.27,10.41,D,0
29.21236,77.09559,336.71,0.63,0.54,2025-05-17,0834,SNPP,SNPP,n,2,304.11,3.35,D,0
29.08497,75.75497,338.18,0.52,0.5,2025-05-17,0834,SNPP,SNPP,l,2,308.39,9.45,D,0
29.21114,77.09364,332.2,0.63,0.54,2025-05-17,0834,SNPP,SNPP,l,2,303.58,4.59,D,0
29.20482,76.95637,338.61,0.62,0.54,2025-05-17,0834,SNPP,SNPP,n,2,300.17,11.49,D,0
29.19294,76.52883,340.64,0.58,0.52,2025-05-17,0834,SNPP,SNPP,n,2,305.99,8.7,D,0
29.19996,76.49751,335.8,0.58,0.52,2025-05-17,0834,SNPP,SNPP,n,2,305.13,2.8,D,0
29.18802,75.85303,344.97,0.53,0.5,2025-05-17,0834,SNPP,SNPP,n,2,305.07,8.61,D,0
29.19118,75.85602,334.53,0.53,0.5,2025-05-17,0834,SNPP,SNPP,l,2,304.92,7.11,D,0
29.31847,76.63682,342.13,0.59,0.53,2025-05-17,0834,SNPP,SNPP,n,2,301.49,9.88,D,0
29.3023,76.45393,335.18,0.58,0.52,2025-05-17,0834,SNPP,SNPP,n,2,304.84,5.29,D,0
29.31199,76.50773,341.95,0.58,0.52,2025-05-17,0834,SNPP,SNPP,n,2,305.08,3.13,D,0
29.34471,76.7662,340.23,0.6,0.53,2025-05-17,0834,SNPP,SNPP,n,2,303.28,7.57,D,0
29.26678,75.90858,342.01,0.53,0.5,2025-05-17,0834,SNPP,SNPP,n,2,309.46,15.95,D,0
29.26625,75.90303,344.29,0.53,0.5,2025-05-17,0834,SNPP,SNPP,n,2,309.23,11.94,D,0
29.3472,76.57153,340.98,0.59,0.53,2025-05-17,0834,SNPP,SNPP,n,2,297.89,5.8,D,0
29.34665,76.5654,354.19,0.59,0.53,2025-05-17,0834,SNPP,SNPP,n,2,303.5,19.39,D,0
29.30416,76.10394,337.46,0.55,0.51,2025-05-17,0834,SNPP,SNPP,l,2,308.73,6.15,D,0
29.24402,75.38557,351.52,0.5,0.49,2025-05-17,0834,SNPP,SNPP,n,2,310.84,13.1,D,0
29.31172,75.98255,345.19,0.54,0.51,2025-05-17,0834,SNPP,SNPP,n,2,310.74,24.54,D,0
29.30879,75.98731,345.2,0.54,0.51,2025-05-17,0834,SNPP,SNPP,n,2,310.71,13.04,D,0
29.30829,75.98166,344.57,0.54,0.51,2025-05-17,0834,SNPP,SNPP,n,2,310.75,10.36,D,0
29.3691,76.28903,338.32,0.56,0.52,2025-05-17,0834,SNPP,SNPP,l,2,309.22,9.21,D,0
29.37712,76.27029,338.54,0.56,0.52,2025-05-17,0834,SNPP,SNPP,l,2,309.94,9.84,D,0
29.37659,76.26442,338.3,0.56,0.52,2025-05-17,0834,SNPP,SNPP,l,2,310.42,9.3,D,0
29.42408,76.7506,340.05,0.6,0.53,2025-05-17,0834,SNPP,SNPP,n,2,305.71,4.2,D,0
29.45098,76.83087,336.68,0.61,0.53,2025-05-17,0834,SNPP,SNPP,n,2,302.45,5.24,D,0
29.43543,76.43201,337.06,0.58,0.52,2025-05-17,0834,SNPP,SNPP,l,2,307.6,5.31,D,0
29.40794,75.93017,346.76,0.54,0.51,2025-05-17,0834,SNPP,SNPP,n,2,313.37,12.44,D,0
