feature,shap_value,feature_value,importance,effect
aqi_rolling_12,-133.40963801414574,177.0,133.40963801414574,Decreases AQI
aqi_rolling_24,-16.643336857702757,177.41666666666666,16.643336857702757,Decreases AQI
pm25_rolling_72,8.620612062299916,135.29027777777776,8.620612062299916,Increases AQI
aqi_rolling_6,7.301053971837752,176.0,7.301053971837752,Increases AQI
pm10_lag6,-1.6331233513598504,204.0,1.6331233513598504,Decreases AQI
