timestamp,fire_count,fire_frp_sum,fire_brightness_sum
2025-09-18 02:00:00,7,12.0,2194.9
2025-09-18 13:00:00,23,74.75,7720.67
2025-09-19 02:00:00,4,2.35,1233.5
2025-09-19 13:00:00,9,51.67,3016.04
2025-09-20 01:00:00,1,0.29,305.94
2025-09-20 13:00:00,3,12.99,1011.72
2025-09-21 03:00:00,1,0.58,303.21
2025-09-21 12:00:00,6,21.22,2008.44
2025-09-21 14:00:00,3,23.759999999999998,1044.38
2025-09-22 02:00:00,1,0.7,309.45
2025-09-22 14:00:00,23,136.95,7812.67
2025-09-23 02:00:00,6,8.85,1853.76
2025-09-23 13:00:00,24,108.93,8122.39
2025-09-24 02:00:00,4,6.21,1247.18
2025-09-24 13:00:00,62,271.02,20996.09
2025-09-25 01:00:00,2,2.61,615.31
2025-09-25 13:00:00,23,96.53999999999999,7743.93
2025-09-26 01:00:00,4,6.77,1265.48
2025-09-26 03:00:00,1,1.04,304.32
2025-09-26 12:00:00,19,76.42999999999999,6422.6
2025-09-26 14:00:00,2,7.6899999999999995,662.5699999999999
2025-09-27 14:00:00,32,170.5,10828.92
2025-09-28 02:00:00,5,5.99,1535.4
2025-09-28 13:00:00,69,308.52,23143.24
2025-09-29 02:00:00,9,11.07,2797.4
2025-09-29 13:00:00,88,430.42,29490.21
2025-09-30 01:00:00,4,3.17,1218.9
2025-09-30 13:00:00,30,146.72,10101.6
2025-10-01 01:00:00,1,0.96,305.77
2025-10-01 12:00:00,30,131.60999999999999,10173.74
2025-10-01 14:00:00,4,29.53,1364.17
2025-10-02 01:00:00,4,4.02,1220.36
2025-10-02 12:00:00,4,18.0,1334.2
2025-10-02 14:00:00,43,216.41,14741.61
2025-10-03 02:00:00,6,11.78,1853.65
2025-10-03 14:00:00,77,522.4,25911.57
2025-10-04 02:00:00,9,8.17,2752.06
2025-10-04 13:00:00,157,609.11,52747.87
2025-10-05 02:00:00,8,7.390000000000001,2459.15
2025-10-05 13:00:00,47,159.03,15746.94
2025-10-08 01:00:00,5,33.85,1579.33
2025-10-08 02:00:00,5,4.63,1544.52
2025-10-08 14:00:00,10,41.44,3366.96
2025-10-09 02:00:00,23,19.44,6994.79
2025-10-09 13:00:00,62,384.21999999999997,20891.11
2025-10-10 02:00:00,14,8.82,4254.79
2025-10-10 13:00:00,116,585.63,39148.57
2025-10-11 01:00:00,5,7.000000000000001,1536.01
2025-10-11 13:00:00,94,471.23,31785.81
2025-10-12 01:00:00,6,5.09,1818.5
2025-10-12 12:00:00,58,292.03,19754.58
2025-10-12 14:00:00,52,262.59,17651.05
2025-10-13 02:00:00,7,5.17,2129.38
2025-10-13 12:00:00,5,28.22,1659.19
2025-10-13 14:00:00,107,612.42,36086.47
2025-10-14 02:00:00,11,9.19,3348.21
2025-10-14 13:00:00,215,1108.28,72358.11
2025-10-15 02:00:00,23,20.36,7066.44
2025-10-15 13:00:00,253,1152.22,85040.6
2025-10-16 01:00:00,3,1.12,902.9200000000001
2025-10-16 02:00:00,7,8.31,2169.28
2025-10-16 13:00:00,231,1159.47,78087.6
2025-10-17 01:00:00,6,8.93,1857.97
2025-10-17 12:00:00,104,359.33,35149.26
2025-10-17 14:00:00,57,436.72,19438.61
2025-10-18 01:00:00,1,1.16,305.87
2025-10-18 03:00:00,4,4.54,1235.33
2025-10-18 12:00:00,28,172.51,9430.94
2025-10-18 14:00:00,201,816.51,68426.88
2025-10-19 02:00:00,5,2.71,1507.05
2025-10-19 14:00:00,333,1877.82,112199.48
2025-10-20 02:00:00,13,10.200000000000001,3988.15
2025-10-20 13:00:00,456,1923.46,153480.03
2025-10-21 02:00:00,12,10.219999999999999,3658.52
2025-10-21 13:00:00,268,1333.21,90008.38
2025-10-22 01:00:00,9,10.32,2739.13
2025-10-22 13:00:00,173,1056.66,58516.08
2025-10-22 14:00:00,24,177.25,8143.47
2025-10-23 01:00:00,3,4.91,929.9100000000001
2025-10-23 03:00:00,3,4.970000000000001,954.14
2025-10-23 12:00:00,56,301.47,18969.920000000002
2025-10-23 14:00:00,156,790.53,53220.76
2025-10-24 01:00:00,1,1.15,301.28
2025-10-24 02:00:00,5,3.12,1509.84
2025-10-24 12:00:00,2,7.02,652.26
2025-10-24 14:00:00,260,1393.25,88024.22
2025-10-25 02:00:00,10,8.58,3036.69
2025-10-25 13:00:00,394,1889.6399999999999,132664.75
2025-10-26 02:00:00,22,31.73,6750.13
2025-10-26 13:00:00,495,2417.28,166682.91
2025-10-27 01:00:00,14,11.6,4253.69
2025-10-27 13:00:00,149,817.21,50327.94
2025-10-28 01:00:00,7,5.91,2144.01
2025-10-28 03:00:00,1,1.16,302.01
2025-10-28 12:00:00,58,229.48,19667.03
2025-10-28 14:00:00,73,475.75,24882.12
2025-10-29 01:00:00,1,0.82,300.85
2025-10-29 02:00:00,2,1.12,599.02
2025-10-29 12:00:00,5,26.91,1656.73
2025-10-29 14:00:00,256,1899.41,87594.77
2025-10-30 02:00:00,5,4.26,1515.8
2025-10-30 13:00:00,392,2307.16,132035.76
2025-10-31 02:00:00,11,7.26,3333.75
2025-10-31 13:00:00,663,3112.64,223279.55
2025-11-01 01:00:00,1,0.52,303.97
2025-11-01 02:00:00,10,11.99,3070.22
2025-11-01 13:00:00,430,2472.54,145100.63
2025-11-02 01:00:00,9,6.69,2735.11
2025-11-02 12:00:00,310,1753.72,105902.19
2025-11-02 14:00:00,126,1128.39,43237.79
2025-11-03 01:00:00,3,3.28,923.97
2025-11-03 03:00:00,7,5.79,2135.23
2025-11-03 12:00:00,36,250.55,12266.53
2025-11-03 14:00:00,290,1380.55,100024.31
2025-11-04 02:00:00,6,4.05,1793.9299999999998
2025-11-04 14:00:00,432,2886.53,145986.02
2025-11-05 02:00:00,19,11.91,5731.36
2025-11-05 13:00:00,516,2474.63,173452.02
2025-11-06 02:00:00,47,79.27,14388.58
2025-11-06 13:00:00,382,1999.85,128237.79
2025-11-07 01:00:00,13,11.4,3902.65
2025-11-07 13:00:00,260,1580.37,88015.49
2025-11-07 14:00:00,22,164.02,7500.35
2025-11-08 01:00:00,16,22.35,4927.49
2025-11-08 03:00:00,11,13.73,3322.02
2025-11-08 12:00:00,103,535.59,35034.2
2025-11-08 14:00:00,303,1861.16,104827.39
2025-11-09 02:00:00,23,73.49,7003.9400000000005
2025-11-09 12:00:00,7,123.96000000000001,2383.39
2025-11-09 14:00:00,512,2887.55,173522.36
2025-11-10 02:00:00,38,40.83,11506.52
2025-11-10 13:00:00,458,2057.15,153876.85
2025-11-11 02:00:00,28,41.35,8495.96
2025-11-11 13:00:00,437,2009.43,146824.29
2025-11-13 01:00:00,12,17.3,3668.32
2025-11-13 03:00:00,3,3.61,914.24
2025-11-13 12:00:00,99,381.92,33599.17
2025-11-13 14:00:00,105,780.75,36198.62
2025-11-14 01:00:00,3,3.72,913.1
2025-11-14 02:00:00,4,3.67,1195.56
2025-11-14 12:00:00,9,44.81,3004.0299999999997
2025-11-14 14:00:00,183,1493.28,62269.36
2025-11-15 02:00:00,13,9.97,3887.5299999999997
2025-11-15 13:00:00,246,1640.41,82787.98
2025-11-16 02:00:00,25,18.55,7561.54
2025-11-16 13:00:00,337,1300.17,113348.2
2025-11-17 01:00:00,1,0.79,303.35
2025-11-17 02:00:00,21,50.849999999999994,6388.25
2025-11-17 13:00:00,131,605.51,43939.68
2025-11-18 01:00:00,17,18.01,5176.43
2025-11-18 12:00:00,53,236.39,17904.47
2025-11-18 14:00:00,19,212.14000000000001,6646.03
2025-11-19 01:00:00,14,13.78,4203.23
2025-11-19 03:00:00,9,7.029999999999999,2688.76
2025-11-19 12:00:00,15,61.37,4995.75
2025-11-19 14:00:00,62,331.49,21388.84
2025-11-20 02:00:00,12,24.44,3701.78
2025-11-20 14:00:00,84,391.26,28198.9
2025-11-21 02:00:00,20,16.44,6019.69
2025-11-21 13:00:00,128,576.59,42885.38
2025-11-22 02:00:00,16,13.379999999999999,4837.88
2025-11-22 13:00:00,95,335.99,31613.59
2025-11-23 01:00:00,9,7.18,2704.06
2025-11-23 13:00:00,39,118.07,13018.8
2025-11-23 14:00:00,9,77.62,3068.29
2025-11-24 01:00:00,10,9.68,3046.39
2025-11-24 03:00:00,2,2.2,603.3599999999999
2025-11-24 12:00:00,10,30.36,3322.16
2025-11-24 14:00:00,31,168.56,10628.57
2025-11-25 01:00:00,5,21.16,1560.36
2025-11-25 02:00:00,12,19.3,3637.97
2025-11-25 12:00:00,1,7.41,338.19
2025-11-25 14:00:00,48,172.18,16045.0
2025-11-26 02:00:00,16,15.629999999999999,4865.68
2025-11-26 13:00:00,61,230.52,20350.88
2025-11-27 02:00:00,19,13.36,5712.58
2025-11-27 13:00:00,114,542.05,37941.04
2025-11-28 01:00:00,12,9.67,3594.9
2025-11-28 13:00:00,44,415.84000000000003,14789.89
2025-11-29 01:00:00,2,1.3900000000000001,603.49
2025-11-29 03:00:00,2,1.23,594.94
2025-11-29 12:00:00,17,70.96,5702.35
2025-11-29 14:00:00,2,9.969999999999999,677.45
2025-11-30 01:00:00,1,0.97,301.85
2025-11-30 02:00:00,9,8.74,2675.41
2025-11-30 12:00:00,6,43.02,2021.8
2025-11-30 14:00:00,29,437.07,9667.47
2025-12-01 02:00:00,21,107.38,6432.85
2025-12-01 13:00:00,50,246.03,16722.81
2025-12-02 02:00:00,31,28.68,9397.34
2025-12-02 13:00:00,94,291.91,31224.56
2025-12-03 02:00:00,20,15.07,5988.39
2025-12-03 13:00:00,69,233.3,22887.7
2025-12-04 01:00:00,7,6.08,2110.29
2025-12-04 12:00:00,15,48.28,5020.54
2025-12-04 13:00:00,2,3.3899999999999997,654.02
2025-12-04 14:00:00,4,19.310000000000002,1341.8600000000001
2025-12-05 01:00:00,17,27.33,5187.0599999999995
2025-12-05 03:00:00,2,2.67,594.49
2025-12-05 12:00:00,11,31.740000000000002,3630.64
2025-12-05 14:00:00,23,79.06,7726.5199999999995
2025-12-06 02:00:00,15,20.48,4532.71
2025-12-06 14:00:00,22,89.49,7337.929999999999
2025-12-07 02:00:00,27,21.36,8107.58
2025-12-07 13:00:00,65,239.66,21606.94
2025-12-08 02:00:00,12,11.46,3632.22
2025-12-08 13:00:00,62,210.6,20592.94
2025-12-09 01:00:00,25,41.18,7673.85
2025-12-09 03:00:00,4,17.58,1263.66
2025-12-09 13:00:00,39,129.08,12955.87
2025-12-10 01:00:00,17,19.16,5188.72
2025-12-10 12:00:00,41,133.85,13717.27
2025-12-10 14:00:00,15,220.36,5159.67
2025-12-11 01:00:00,4,5.37,1188.49
2025-12-11 02:00:00,13,11.780000000000001,3899.59
2025-12-11 12:00:00,5,53.660000000000004,1723.83
2025-12-11 14:00:00,53,200.09,17834.68
2025-12-12 02:00:00,36,34.62,10834.47
2025-12-12 13:00:00,43,206.67000000000002,14299.49
2025-12-13 02:00:00,28,47.4,8583.81
2025-12-13 13:00:00,33,99.5,10956.5
2025-12-14 01:00:00,24,39.95,7374.76
2025-12-14 13:00:00,31,138.61,10332.1
2025-12-15 01:00:00,6,9.01,1835.96
2025-12-15 03:00:00,4,16.39,1274.0
2025-12-15 12:00:00,28,130.33,9363.71
2025-12-15 14:00:00,5,19.16,1667.95
2025-12-16 01:00:00,43,78.45,13112.06
2025-12-16 02:00:00,44,60.8,13338.49
2025-12-16 12:00:00,18,83.46,5970.64
2025-12-16 14:00:00,51,368.71,17279.52
2025-12-17 02:00:00,55,102.57000000000001,16921.39
2025-12-17 13:00:00,67,435.40999999999997,22462.76
2025-12-18 02:00:00,19,45.129999999999995,5876.95
2025-12-18 13:00:00,19,50.260000000000005,6274.1
2025-12-19 02:00:00,40,49.98,12268.0
2025-12-19 13:00:00,29,238.43,9722.27
2025-12-20 01:00:00,52,98.42,16009.1
2025-12-20 12:00:00,7,28.01,2346.98
2025-12-20 14:00:00,1,9.56,352.02
2025-12-21 03:00:00,1,1.22,296.36
2025-12-21 14:00:00,2,16.41,675.48
2025-12-22 02:00:00,8,10.35,2429.98
2025-12-22 14:00:00,20,98.07000000000001,6630.74
2025-12-23 02:00:00,29,45.29,8868.85
2025-12-23 13:00:00,85,431.92,28163.29
2025-12-24 02:00:00,45,50.09,13763.1
2025-12-24 13:00:00,87,369.77,28910.54
2025-12-25 01:00:00,26,26.22,7788.01
2025-12-25 13:00:00,21,120.59,7003.49
2025-12-25 14:00:00,1,3.82,325.95
2025-12-26 01:00:00,1,0.74,296.11
2025-12-26 12:00:00,6,20.630000000000003,1995.1799999999998
2025-12-26 14:00:00,9,48.49,3030.23
2025-12-27 01:00:00,6,11.38,1803.22
2025-12-27 02:00:00,25,31.09,7642.23
2025-12-27 12:00:00,5,49.13,1676.6399999999999
2025-12-27 14:00:00,39,179.06,13188.19
2025-12-28 02:00:00,25,25.9,7561.49
2025-12-28 13:00:00,49,246.78,16299.99
2025-12-29 02:00:00,51,57.95,15601.79
2025-12-29 13:00:00,45,245.54999999999998,15245.23
2025-12-30 01:00:00,58,88.23,17722.77
2025-12-30 13:00:00,22,188.63,7388.6
2025-12-31 01:00:00,27,63.3,8305.98
2025-12-31 12:00:00,1,3.53,325.47
2026-01-01 01:00:00,7,11.370000000000001,2103.98
